Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
153034.0,2.0439,-0.4235,-2.6295,-0.7792,2.3967,3.3154,-0.4471,0.7764,0.4575,0.0594,-0.0687,0.4085,-0.2595,0.4543,0.2163,-0.3224,-0.2538,-1.0299,0.1171,-0.1415,-0.2544,-0.6945,0.3252,0.7202,-0.1867,0.411,-0.0643,-0.071,7.96,0
153036.0,0.1651,0.9868,-0.3804,-0.5466,0.91,-0.845,1.0989,-0.2925,-0.0459,-0.2945,-1.4652,-0.0083,0.6262,0.2823,0.4502,-0.2666,-0.7533,0.3222,0.2953,0.0269,0.3284,1.2567,-0.2308,-0.6004,-0.6823,-0.181,0.5137,0.3161,1.0,0
153037.0,1.0837,-1.8129,-3.1487,0.0947,0.474,-0.4873,1.3326,-0.4771,0.0988,-0.0682,-0.2147,0.2659,-0.3409,1.1219,-0.047,0.1223,-0.9798,0.5602,0.7335,0.9331,0.3956,-0.0619,-0.6669,-1.3231,0.2752,0.1783,-0.1964,-0.002,570.06,0
153041.0,-2.8,-8.865,-5.7223,1.3755,-1.9384,0.1822,3.8211,-1.0365,-1.5075,0.0198,-0.0692,-0.3291,-0.708,1.674,-0.5337,-1.479,-0.1636,2.0234,-0.9555,4.6813,1.475,-1.1968,-2.4429,0.2647,-0.4275,0.7298,-0.635,0.3525,2631.92,0
153043.0,1.9971,-0.4107,-0.6136,0.1423,-0.1229,0.5054,-0.7256,0.1763,1.1238,-0.0236,0.2559,1.3353,0.9382,-0.21,-0.2216,0.4453,-1.0484,0.8389,0.304,-0.1198,0.2039,0.8232,0.0589,0.136,0.0048,-0.2294,0.0381,-0.045,4.99,0
153046.0,-0.7549,1.1177,0.018,-0.6732,2.208,0.9352,-1.1052,-2.1109,-0.2441,-1.0313,0.0249,0.8876,0.8811,-0.8172,0.7638,-0.5085,1.386,-1.7481,-1.1905,-0.5749,1.9151,-1.9735,-1.4491,-0.579,1.1316,0.5076,0.1836,0.1967,1.98,0
153046.0,-0.8226,1.5808,-1.3121,-1.0831,0.5579,-1.8216,1.237,0.0488,0.0415,-0.0468,-1.2203,-0.733,-1.7569,1.2089,0.0266,-0.5736,-0.1047,-0.2797,-0.2616,-0.0402,0.2155,0.7712,-0.1404,-0.0097,-0.2468,0.1082,0.4734,0.328,3.84,0
153047.0,-2.0166,1.7552,-1.0966,-2.7809,-0.0587,-0.8417,-0.0245,1.3691,0.0577,-1.0509,-0.8411,-0.0821,-1.785,1.4922,-0.9967,1.1774,-0.8177,0.301,-0.1882,-0.2517,-0.2542,-1.063,-0.069,-1.1521,0.1314,0.4412,0.0446,0.0718,1.0,0
153048.0,1.989,0.1571,-1.7201,0.5592,0.1829,-1.5008,0.3726,-0.4488,0.4725,-0.5103,-0.2126,0.468,0.753,-0.8697,0.819,0.1693,0.3579,0.4117,-0.4523,-0.0868,0.2262,0.7861,-0.0594,0.005,0.2646,-0.1103,-0.0041,-0.0233,38.74,0
153048.0,1.9983,-0.2212,-1.8548,0.5366,0.3466,-0.8513,0.4158,-0.2647,0.5584,0.1398,-1.17,-0.4589,-1.5421,0.7096,-0.2021,-0.5206,0.0017,-0.6526,0.0984,-0.2229,-0.0212,-0.048,0.0821,0.6864,0.164,0.3521,-0.1027,-0.0633,49.99,0
153048.0,-2.3515,2.4982,-2.619,-0.529,2.806,3.4187,0.3256,1.2218,0.5076,2.1946,-0.3455,0.0919,-0.3948,0.4305,0.1514,-1.2632,0.1394,-0.4913,0.5149,0.7641,-0.0718,0.3694,-0.0268,0.6909,0.4669,-0.339,0.8553,0.5615,2.99,0
153049.0,-1.4256,-1.8173,-2.7219,-0.9332,2.17,-2.3115,0.3408,-0.0605,-1.5405,0.5256,-2.4365,-0.4189,0.4532,0.9698,-1.0123,-1.8645,-0.2309,1.218,-0.6968,0.2354,0.3234,0.6539,0.1554,-0.9246,-1.1475,0.7096,0.3837,-0.0235,107.75,0
153051.0,0.0738,0.8361,-0.4039,-0.5107,0.9343,-0.8792,1.0857,-0.2824,-0.0245,-0.2974,-1.4896,-0.0784,0.4953,0.3153,0.4698,-0.2588,-0.7451,0.3484,0.2928,0.0791,0.3443,1.2388,-0.1717,-0.6066,-0.6759,-0.1811,0.5036,0.3188,17.99,0
153055.0,-0.585,-4.6007,-2.4309,0.9693,-0.6571,2.226,0.9713,0.2993,1.1524,-0.8655,0.6433,0.9956,-0.6697,0.6488,0.4357,-0.5429,0.1198,-0.758,-0.6031,2.2487,0.4612,-1.3497,-0.6768,-0.9755,-0.972,-1.1203,-0.1541,0.1683,1279.42,0
153061.0,-0.392,1.4192,-0.8446,-0.5635,0.5538,-0.918,0.7252,0.1469,-0.0237,-0.2091,-1.5906,0.1619,0.6875,0.5279,0.4252,-0.1667,-0.5934,0.3441,0.2603,0.0466,0.3414,1.224,-0.1641,-0.6055,-0.6067,-0.174,0.4932,0.314,0.76,0
153068.0,-0.6007,2.0158,-3.1124,-0.4366,1.6391,-1.0864,0.7651,0.6026,-0.9937,-1.6093,0.7219,0.4447,0.3029,-1.886,-1.303,0.9278,1.8449,1.3964,-0.0583,-0.1564,0.1289,0.3175,-0.2001,-0.0726,-0.2513,0.535,-0.0455,0.0629,0.76,0
153070.0,0.8751,0.8881,-2.5718,-0.5675,1.2419,-0.8555,0.2713,-3.232,-0.634,-0.6517,-1.3336,0.3301,-0.111,1.2213,-0.8954,-0.4083,-0.3585,-0.6051,-0.5159,0.4214,-0.8672,1.6604,0.0123,0.5897,-0.2509,0.7283,0.1859,0.4254,15.0,0
153075.0,1.9023,-0.076,-1.6165,1.3451,0.2401,-0.9028,0.4707,-0.1837,0.2102,0.4625,0.4887,0.0641,-2.1951,1.1105,-1.0185,-0.4761,-0.2404,0.041,0.0339,-0.3311,0.1099,0.3308,-0.0165,-0.0249,0.34,-0.5102,-0.0378,-0.0684,48.02,0
153080.0,-0.0367,1.026,-0.9683,-0.8061,1.2192,-0.3292,0.8342,0.0536,0.4564,-0.4777,-1.8377,-1.2924,-1.4216,-0.8277,0.0276,0.68,0.0841,0.293,0.1299,0.0809,-0.4555,-1.1744,0.0108,-0.4681,-0.2874,0.1845,0.3153,0.1375,7.98,0
153081.0,-0.4177,0.3414,1.2066,2.313,-0.9428,0.8219,-1.0038,-2.6407,-0.6814,-0.4936,-0.7438,0.203,0.221,0.6907,2.2432,-0.2683,0.3325,0.4232,1.8558,1.3903,-1.3291,-0.2488,-0.2957,-0.1401,0.9407,-0.2824,0.0758,0.2475,244.0,0
153081.0,-0.8042,0.2721,-0.0705,-0.7962,2.0455,0.4811,1.0166,0.0124,0.3198,-0.4775,-0.73,-0.9475,-2.5039,0.6285,0.4344,-1.7656,0.7052,-1.6501,-0.9373,-0.3338,0.1261,0.5477,-0.1825,-0.3063,-0.1235,-0.2503,-0.3467,0.0667,1.0,0
153085.0,-0.8975,-0.4128,1.09,-1.0228,-0.3338,-0.7407,0.1524,-0.1099,1.0101,-0.6901,-1.1432,-0.2436,-0.4375,-0.2904,0.5229,-0.0295,-0.28,0.2258,0.5513,-0.1704,0.2463,0.9183,0.1496,0.1043,-0.7858,0.9037,-0.1239,0.3434,75.86,0
153091.0,-11.715,8.9557,-7.1888,-1.4082,-6.2209,1.029,-9.0749,-0.0732,-0.1857,-1.0002,-2.2456,3.9609,0.4785,5.2092,-0.9569,2.467,2.6171,1.1677,-0.0969,-2.8527,8.2812,-3.3593,2.1543,-0.0158,0.5506,-0.2935,-2.4748,-0.5054,1.39,0
153092.0,1.172,-0.0877,-2.3026,4.3321,0.8203,-0.0962,0.814,-0.0581,-1.1947,0.2302,0.7965,-0.4883,-0.8769,-2.3437,-1.3665,2.0188,1.2714,1.2511,-1.3536,0.518,-0.184,-1.3682,-0.111,-0.8185,-0.3225,-0.3245,-0.0799,0.0683,377.0,0
153103.0,-0.4601,1.3465,1.018,4.6149,0.3712,0.1266,1.1044,-0.1656,-2.087,1.7126,-0.5362,-0.1045,0.7977,0.1921,0.2906,-0.5367,0.3825,-0.6204,1.1306,0.3081,-0.1485,-0.2048,0.3916,0.3707,-0.9323,0.0066,0.3837,0.2892,100.98,0
153110.0,1.8396,-0.9295,-1.4173,-0.6166,1.4481,4.0449,-1.4061,1.1255,1.4003,-0.1832,-0.1129,0.5126,0.0711,-0.054,1.3357,0.3598,-0.764,0.1533,-0.4691,-0.0215,0.1098,0.2683,0.259,0.6938,-0.3707,-0.3948,0.0672,-0.0226,62.77,0
153117.0,-0.8641,1.0391,0.8619,0.702,0.628,-0.024,0.296,0.504,-1.9136,0.2123,0.2045,0.5221,0.738,0.2669,-1.7088,1.3243,-0.7943,-0.3313,-0.6179,-0.0845,0.0816,-0.0218,-0.1147,-0.2895,-0.6028,2.1175,-0.1752,0.0067,0.01,0
153118.0,-0.225,0.9176,0.0323,-0.8468,0.6345,-0.5234,0.8463,0.0182,-0.0409,0.0686,0.4385,0.5689,-0.3014,0.2792,-0.9781,0.1546,-0.7402,-0.1917,0.2565,0.0885,-0.2629,-0.5563,0.0306,-0.4845,-0.4389,0.1564,0.3504,0.146,5.36,0
153120.0,-0.4488,-0.2615,1.1733,-0.841,-0.0082,-0.0707,-0.0078,0.0632,-1.5535,0.443,0.3451,0.317,0.6047,0.0249,-0.2097,-1.6242,-0.1013,1.7625,0.5592,-0.1373,-0.2074,-0.1937,-0.0232,-0.378,-0.3144,0.7526,0.0856,0.129,50.63,0
153122.0,-1.0026,0.762,-2.4625,0.2789,3.7662,3.0339,0.2928,1.2524,-1.0117,-0.8127,-0.0826,-0.212,-0.4503,-0.4563,0.2041,-0.6141,1.3937,0.3334,0.4559,0.3353,0.144,0.2142,-0.1585,0.5907,0.107,-0.362,0.3498,0.1053,41.44,0
153122.0,-0.6871,1.4824,-1.5064,-1.6023,1.6155,-0.5689,1.4616,-0.1219,0.0547,0.6238,0.0664,-0.0511,-0.9,0.7871,-0.6096,-0.3003,-0.8942,0.3521,0.311,0.301,0.1409,0.7444,-0.247,-0.0925,-0.0908,0.1068,0.7122,0.4273,0.76,0
153126.0,-0.2414,0.4332,-0.6039,-2.4382,0.0007,-0.9381,0.1236,0.3368,-1.3075,0.245,0.134,-0.6148,-0.7331,0.5488,-1.1555,1.4715,-0.344,-0.5362,0.0053,-0.1224,0.6062,1.659,-0.1568,-0.4384,-0.7062,-0.1927,0.3302,0.2243,1.0,0
153129.0,0.1184,0.7376,-0.1807,-0.2225,-0.264,-0.5799,-0.172,0.463,0.3789,-1.2185,-0.5266,0.3026,0.4824,-1.2654,0.1092,0.7853,0.4972,0.5527,-1.0633,-0.2186,0.3646,1.0628,0.1917,1.0499,-0.9285,0.4224,-0.0612,-0.0052,20.89,0
153130.0,2.0,-0.1165,-1.0114,0.3274,-0.1343,-0.9391,0.0953,-0.1979,0.2685,0.2377,1.048,1.1801,0.0052,0.4709,-0.6709,0.063,-0.5071,-0.4083,0.3981,-0.2002,-0.2269,-0.5696,0.333,0.0789,-0.342,0.1718,-0.0754,-0.0679,8.43,0
153134.0,1.9218,-1.5538,-2.4959,-2.7309,-0.3355,-1.187,0.213,-0.5032,0.7684,-0.4752,-1.0637,0.4241,0.3671,0.4922,1.1163,-2.7689,0.0971,1.2931,0.3799,-0.1943,-0.1525,-0.1498,-0.1381,0.2791,0.3578,-0.7229,-0.0027,-0.0218,202.7,0
153140.0,-0.6835,0.1878,0.6809,-1.0429,2.3996,4.2782,-0.5109,1.2013,0.0667,-0.8162,-0.2707,-0.06,-0.1406,-0.0113,1.2999,-0.4803,-0.1558,0.3849,0.7871,0.2043,0.2158,0.6244,-0.4069,0.7422,0.5985,0.112,0.1123,0.0721,11.5,0
153143.0,2.0611,-0.1458,-1.7111,0.4478,0.1457,-1.2567,0.4263,-0.3631,0.5809,0.1321,-1.1921,-0.3616,-1.3731,0.6656,-0.2469,-0.5209,0.0021,-0.7268,0.1892,-0.2911,-0.0451,-0.0015,0.0668,-0.1424,0.1359,0.5762,-0.1049,-0.079,19.99,0
153149.0,-0.4378,0.2177,-0.8578,-0.7845,1.9192,-0.6744,1.3181,-0.1378,-0.5204,-0.556,0.0808,0.1937,-0.9328,0.9019,-1.2391,-0.5808,-0.5853,0.2997,0.3585,0.0253,0.3573,0.8663,-0.115,0.2437,-0.0742,-0.2378,0.1222,0.2027,59.0,0
153149.0,-0.9645,-0.074,0.6539,-3.3074,-0.3788,0.0945,-0.4642,0.6213,-2.4619,0.5717,-0.3813,-1.1016,-0.5636,0.0723,-1.3593,0.0997,0.0257,0.8165,-0.1663,-0.3077,-0.177,-0.2915,-0.3871,0.0417,0.8407,-0.1132,0.121,0.0177,15.0,0
153155.0,-0.4037,0.793,-0.75,-0.605,1.0847,-1.437,2.3348,-0.5647,-0.7618,-0.8286,-1.1636,-0.6385,-1.1614,0.9959,-0.3867,-1.0637,-0.0961,-0.2773,-0.0439,0.0143,0.4394,1.1625,-0.3401,-0.0379,0.7278,0.0947,0.0267,0.1266,117.8,0
153159.0,1.9255,-0.4476,-1.161,0.2775,0.1212,0.0647,-0.1887,-0.0443,0.5488,0.2072,-0.0253,1.0152,0.8191,0.0866,-0.4047,0.6048,-1.1139,0.4643,0.496,0.0048,0.0358,0.1258,-0.0068,-1.0506,-0.0879,0.3002,-0.0479,-0.0602,73.0,0
153162.0,-0.5966,-1.4422,-0.5111,0.3414,1.785,-1.6133,-1.0187,0.014,-1.5582,0.7794,0.998,-0.729,-0.4466,-0.7555,0.4093,0.1221,2.0188,-0.1793,3.6562,0.819,0.3075,0.4615,0.3876,-0.4806,-1.2267,-0.0042,0.2408,0.3072,15.0,0
153163.0,0.1499,0.359,-0.4415,-1.6408,0.4792,-1.4363,0.7365,-0.3357,-1.2377,-0.3779,-0.6433,-1.0266,-0.1236,-1.3146,-0.6825,0.9433,1.2419,-1.2183,0.4367,0.0359,0.1247,0.3511,0.0329,-0.1815,-0.913,-0.4477,0.2242,0.2606,15.0,0
153167.0,-0.2719,1.1655,-0.5946,-0.5699,0.5749,-0.4803,0.576,0.3686,-0.5087,-0.3626,0.7269,0.9527,0.3031,0.8671,-0.2288,-0.1789,-0.5321,0.5941,0.2506,-0.0749,0.4695,1.4409,-0.0449,0.751,-0.7848,-0.269,0.3809,0.2576,4.99,0
153173.0,1.8502,-0.3936,-2.4868,0.3125,0.3719,-1.6106,0.9758,-0.5,-0.1553,0.3886,0.7469,-0.0038,-1.8791,1.3771,-0.762,-0.531,-0.1875,-0.0714,0.3177,-0.0698,0.3748,0.863,-0.2666,0.16,0.4737,0.9843,-0.1852,-0.0872,134.98,0
153182.0,-0.5542,1.2819,0.3382,-0.6402,1.1021,-0.8952,1.3842,-0.4689,-0.1999,-0.5895,0.0179,0.4455,0.956,-1.4298,-0.2768,-0.0999,0.4514,-0.5824,-0.3134,0.1353,-0.2936,-0.5428,0.0316,1.0217,-0.4818,0.0571,-0.0737,0.0235,2.58,0
153199.0,-9.0134,-9.652,-5.5508,-0.2737,-0.6278,-3.3894,0.1902,0.6455,0.3634,-1.5853,-1.5452,0.5103,-0.1123,2.0765,1.4214,-1.7295,0.8074,1.6893,0.6289,-1.8542,-0.2538,0.2671,0.7901,0.2082,-1.4287,-1.0089,1.0141,-2.6759,22.98,0
153200.0,-0.7931,0.4527,1.6203,-0.4655,0.0895,-0.4801,0.5417,0.0529,0.1136,-0.674,-1.0592,0.1894,0.5149,-0.2978,0.1438,0.3796,-0.6643,-0.1762,-0.1601,0.2628,-0.1477,-0.4229,0.0954,-0.1263,-0.2812,0.0215,0.3181,0.2056,59.99,0
153201.0,1.5355,-0.2669,-0.5649,4.0669,0.1394,0.7458,0.0561,0.0413,-0.3434,1.1827,-1.7475,0.1728,0.3982,-0.3967,-1.929,0.44,-0.4756,-0.4182,-1.2726,0.1318,0.192,0.3905,-0.0745,0.691,0.0834,0.0836,-0.0414,-0.0065,194.35,0
153202.0,1.8822,-0.4298,-2.1857,0.2598,2.2591,3.7599,-0.6366,0.9137,0.4968,0.2071,-0.1846,0.3677,-0.1547,0.3798,0.5878,-0.0441,-0.611,-0.2978,-0.5593,-0.0972,0.0191,0.004,0.1842,0.6715,0.008,-0.6827,0.042,-0.0372,52.0,0
153203.0,0.433,0.8152,0.4452,0.8851,0.7006,-0.2056,0.8866,-0.4553,-0.4912,0.3292,-1.1375,-0.104,0.8315,0.0322,1.2445,-1.1346,0.288,-0.2267,3.1166,0.3456,-0.2468,-0.3107,-0.0375,-0.603,-1.0081,0.5607,0.0394,-0.0194,4.49,0
153204.0,0.1138,1.0962,-0.2009,-0.452,0.7772,-0.9978,1.0074,-0.1481,-0.1709,-0.8596,-0.135,0.3712,0.5258,-1.1049,-0.2913,0.1132,0.5518,-0.5267,-0.4738,0.0303,-0.3011,-0.6785,0.1442,1.0003,-0.4769,0.0875,0.231,0.0894,0.89,0
153206.0,0.2434,1.0914,-0.7084,-0.34,1.1397,-0.9593,1.165,-0.3484,-0.222,-0.9957,-1.0847,-0.0984,0.8542,-0.9568,0.5679,0.1483,0.1311,0.8627,0.1236,-0.0383,0.3356,1.1671,-0.2375,-0.6915,-0.7465,-0.1926,0.2864,0.283,10.21,0
153207.0,-0.6247,0.3089,1.7499,-0.771,-0.0184,-0.0976,0.5067,-0.1302,0.8946,0.3264,0.6196,-0.1096,-1.2988,-0.4306,-0.5128,0.2414,-0.8745,0.6666,-0.2329,0.2414,0.1737,1.0998,-0.257,0.0501,-0.4278,0.5329,0.1484,-0.1482,29.99,0
153208.0,0.0632,-0.1706,0.8608,-0.5576,0.9494,0.3234,0.1128,-0.2376,0.7082,0.3062,-0.1688,0.0994,0.0741,-0.5461,-0.1457,0.4818,-1.2982,0.9984,0.5657,-0.0178,0.2351,1.1764,-0.3418,-1.0792,-0.8382,0.5751,-0.283,-0.382,5.99,0
153212.0,-1.8302,1.1433,0.1713,-0.1696,-0.5499,-0.3468,0.6131,0.5901,0.5994,-0.4496,-1.644,0.5912,-0.2217,-0.1379,-1.9725,-0.7376,0.4884,-1.0323,0.3932,0.0322,-0.404,-0.6348,-0.1845,0.0193,0.0236,0.0995,0.2516,-0.1482,95.47,0
153216.0,1.6414,-0.6758,-0.6585,0.9951,0.2217,1.595,-0.7121,0.5333,0.7152,0.2246,0.786,0.816,-0.1901,0.3259,0.9311,-0.0044,-0.4236,-0.2404,-1.3316,-0.1315,0.3719,1.0644,0.0481,-1.6501,-0.2957,-0.4591,0.0815,-0.0405,105.0,0
153217.0,-3.3509,1.8683,-0.1077,-0.6978,-0.1451,0.8693,-0.9278,1.1444,0.7038,-0.306,0.0014,0.5167,0.4294,-1.1921,0.5377,1.1608,0.17,1.6887,0.6696,-0.3231,0.0354,-0.099,-0.619,-0.4467,0.3617,-0.4041,-1.9504,-0.7471,17.46,0
153217.0,-0.2433,-0.8691,-1.0767,-0.5314,0.6262,-1.6156,1.7843,-1.1448,0.6894,-0.0577,-0.3215,-0.5236,-0.897,0.7004,2.3532,-2.3426,0.6931,0.0559,3.4292,0.1849,0.1616,1.1294,-0.0512,0.0898,-1.0628,0.1107,0.0221,-0.2322,254.54,0
153222.0,2.0995,0.2383,-2.1237,0.1965,0.8849,-1.106,0.8157,-0.5353,-0.0159,-0.0078,-0.4859,0.9744,1.367,0.5022,0.3444,-0.6506,-0.4153,-0.6635,-0.0258,-0.1179,0.1246,0.5137,-0.0081,0.67,0.4862,-0.1956,-0.0495,-0.06,14.9,0
153223.0,-0.124,1.2918,-0.7866,-0.4372,0.848,-0.774,0.7566,0.2258,-0.3149,-1.5336,-0.601,0.7509,1.1859,-0.968,-0.2194,0.1623,0.6078,-0.1203,-0.2562,-0.1698,-0.204,-0.6097,0.0999,0.4875,-0.2453,-0.6817,-0.075,-0.0271,9.99,0
153231.0,2.1847,-1.807,0.3785,-1.3918,-2.4064,-0.3791,-2.083,0.0877,-0.3163,1.5033,-1.2047,-1.0914,0.0413,-0.8983,0.5441,0.1824,0.1967,0.7416,-0.587,-0.4218,0.0689,0.7011,0.2687,0.0215,-0.5607,-0.0922,0.0744,-0.0242,30.5,0
153234.0,1.58,-2.0607,-0.2917,-0.3331,-1.81,-0.2596,-0.9589,-0.0027,0.7328,0.4277,-1.1998,-0.4166,-0.4296,-0.7689,-0.8135,0.8298,0.6073,-1.5773,0.757,0.4583,0.1239,-0.0544,0.0935,-0.0098,-0.5307,-0.3907,-0.0131,0.0063,284.0,0
153239.0,1.9552,-1.3138,-1.0912,-1.0399,-0.441,0.3383,-0.7046,-0.0263,-0.2307,0.7161,-0.1498,0.7199,1.6396,-0.647,-1.202,1.4627,-0.44,-1.062,1.666,0.3586,-0.1546,-0.6242,0.1122,-1.3772,-0.3302,-0.526,-0.0125,-0.0411,142.68,0
153245.0,2.1756,-0.7143,-1.3533,-0.6974,-0.5826,-0.6514,-0.9347,-0.082,0.175,0.0878,-0.9848,-1.1942,-0.1317,-2.0583,0.475,1.8281,1.2031,-0.2624,0.3949,0.0218,0.1951,0.6462,0.0284,-0.8238,-0.0866,-0.0401,0.0283,-0.0196,19.95,0
153249.0,-0.3429,1.2175,-0.1895,2.5564,1.0221,1.4527,0.936,0.4276,-1.3287,0.9645,-1.1666,-0.5727,-0.9617,0.2538,-2.4986,1.0898,-1.1961,0.6101,-0.8693,-0.3197,0.1515,0.4763,-0.0869,-0.333,-0.3428,-0.0564,-0.2913,-0.2251,97.23,0
153250.0,-1.2489,1.8546,-0.3897,-0.3729,0.4971,-1.0952,1.1526,-0.158,-0.6949,-0.8857,-0.3687,0.538,1.2258,-1.0395,-0.1024,-0.149,0.9801,-0.3526,0.3652,-0.1856,-0.0436,-0.282,-0.1781,-0.0399,-0.0044,0.511,-0.7121,0.0495,33.4,0
153250.0,2.0583,-1.6896,0.5517,-0.6097,-1.786,1.2782,-2.3254,0.6382,1.5639,0.5653,-0.5411,-0.0267,-0.9963,-1.3642,-2.319,1.0734,0.3772,-0.3381,1.344,-0.0949,0.2913,1.231,0.1207,0.3991,-0.2357,-0.0036,0.0803,-0.0438,1.0,0
153250.0,0.0975,0.5269,1.3519,0.3841,0.5483,-0.2326,0.5046,-0.1446,0.1798,-0.3068,-0.4666,0.7245,1.057,-0.5442,-0.0327,0.1229,-0.7846,-0.3885,-0.8626,-0.0362,-0.1308,-0.1715,0.1873,1.0321,-0.6248,-1.1201,-0.0652,-0.18,1.0,0
153252.0,1.9269,-0.1756,-1.1725,0.2358,0.5332,0.3567,-0.037,0.0918,0.4635,-0.0833,-0.001,0.9408,0.4749,0.2712,0.81,-1.0564,0.5647,-2.3608,-0.9948,-0.2952,-0.1984,-0.302,0.4224,-1.0208,-0.5104,0.2945,-0.0144,-0.0706,1.98,0
153256.0,-0.7572,1.2357,-0.1023,-0.8337,0.9999,0.3763,0.6,0.5165,-0.9272,-1.4983,0.4493,0.8613,1.3236,-1.092,-0.6093,0.8991,0.1775,0.8914,0.2571,0.0696,-0.0129,-0.1761,-0.3974,-0.2464,0.9176,0.6242,-0.2411,-0.1183,39.99,0
153265.0,-1.4581,1.7093,-0.8283,-0.8077,1.5304,0.6774,1.1478,-0.5033,1.8092,1.7056,0.704,-0.617,-1.1113,-1.6935,2.0802,-1.6213,1.3017,-1.3445,-1.8311,0.425,0.2108,1.4246,-0.067,-1.4131,-0.6196,-0.1669,-0.5873,-0.2152,4.9,0
153269.0,-1.2593,1.435,1.9794,2.8352,0.1527,1.2055,0.3959,0.8463,-2.1368,0.3905,0.209,-0.0408,-0.3869,0.4496,-1.0536,1.4109,-0.8376,0.418,-0.7637,0.0261,-0.1051,-0.7951,0.1014,0.6537,0.1814,-0.2714,-0.1183,0.015,88.07,0
153269.0,-1.5831,1.4668,1.3071,-0.3535,-0.6943,-0.5137,-0.1886,0.8559,-0.1737,-1.1834,-1.0484,0.7472,0.8604,0.3094,0.539,0.1424,-0.0656,-0.0108,0.3951,-0.0665,-0.1165,-0.4502,-0.1838,0.0309,0.418,-0.4126,-0.0459,-0.0132,9.32,0
153276.0,-1.1437,-0.251,1.013,-0.6711,1.3634,0.3127,0.7862,-0.0893,-0.2724,-0.3695,0.3754,0.5354,0.47,-0.2211,-0.5263,0.3517,-1.0354,0.3192,0.3323,0.0965,-0.0941,-0.1373,-0.0471,0.0585,0.8251,0.316,-0.3772,-0.2464,84.15,0
153289.0,-0.6147,0.562,0.0284,1.0401,1.2353,-0.8026,1.1568,-0.1178,-0.8903,0.17,0.6658,0.5862,-0.4439,0.7414,-0.9912,-1.0395,-0.0138,0.1502,1.0033,0.3078,0.2437,0.7511,-0.0674,0.0243,0.0255,-0.399,0.3987,0.2477,62.95,0
153297.0,-0.7344,0.5606,-0.8799,-0.5833,1.59,-0.5999,0.9223,-0.2558,0.1663,-0.4729,-1.1614,0.0204,0.8923,-1.3516,-0.1778,0.5305,0.0117,-0.0984,0.1329,-0.3312,-0.4692,-0.8284,0.5272,-0.111,-0.1868,0.1524,0.0135,-0.0348,6.99,0
153306.0,1.9972,0.1509,-2.1538,0.9591,0.9956,-0.4606,0.6298,-0.2071,-0.281,0.5389,0.4918,0.2781,-0.9157,1.1424,-0.3082,-0.0937,-0.7507,0.2502,-0.013,-0.2286,0.1567,0.3939,-0.0483,0.2694,0.4606,-0.5095,-0.0491,-0.0674,34.9,0
153309.0,-0.2396,-0.5814,0.8668,-2.8677,-0.6158,-0.9352,0.1164,-0.1921,-2.0232,0.5746,-1.5003,-1.4885,-0.2446,-0.4115,-0.8985,-0.3844,0.2149,0.0704,-0.7267,-0.3526,-0.0766,0.0829,-0.0695,-0.1519,-0.1499,-0.273,0.1138,0.1469,50.0,0
153313.0,2.0836,-1.0265,-2.5484,-1.6598,1.6069,3.416,-1.5029,0.9363,-0.0977,0.0889,0.433,-0.73,0.0422,-1.9097,0.7496,1.5924,1.2893,-0.5739,0.0692,0.1537,0.2504,0.651,0.1244,0.6052,-0.1199,-0.0695,0.0444,-0.0141,39.99,0
153317.0,2.0588,-1.2596,-0.8179,-0.9963,-0.9194,-0.288,-0.9465,-0.0629,0.1948,0.7199,-1.6604,-1.0644,-0.0404,-0.3527,0.7029,1.768,-0.3513,-0.9171,0.8364,0.155,0.0244,-0.1639,0.1651,-1.0362,-0.4189,-0.3826,-0.0066,-0.0345,100.0,0
153328.0,-0.8455,0.8701,-0.6724,-1.2183,3.7698,3.4538,1.0803,0.8093,-1.0235,-0.885,-0.4813,-0.1799,-0.677,0.6023,-0.7272,-0.5832,-0.4757,-0.5841,-0.819,-0.0952,0.0525,0.0421,-0.582,0.7009,1.3889,-0.4327,0.0029,0.0297,15.43,0
153330.0,1.9681,-0.2839,-1.8345,0.3556,0.2237,-0.9376,0.3934,-0.2144,0.6113,0.1371,0.2177,0.1089,-1.9583,1.018,-0.7955,-0.4335,-0.3508,0.1828,0.6404,-0.2696,0.0346,0.1265,-0.0382,-0.354,0.299,-0.2194,-0.0602,-0.0758,49.99,0
153335.0,1.6486,-0.8668,-1.9986,0.2098,0.2336,-0.662,0.6,-0.4705,0.2861,0.019,-1.4192,0.411,1.4039,0.2012,0.614,0.3211,-0.9037,-0.0334,0.0691,0.4369,0.3143,0.4905,-0.3267,-0.8836,0.1359,0.8175,-0.134,-0.0324,269.0,0
153340.0,2.2705,-1.4959,-1.2686,-1.9098,-0.6535,0.4146,-1.2496,0.0096,-1.4143,1.6879,-0.1645,-0.0547,1.3522,-0.5301,-0.7875,0.0014,-0.2383,0.7403,0.505,-0.254,-0.1563,-0.0153,0.1092,-0.3485,-0.1048,-0.1706,0.0106,-0.0536,45.2,0
