customer_id,contract_type,contract_start_date,last_call_date,minutes_used_two_months_ago,minutes_used_last_month,minutes_used_current_month,helpdesk_calls_3m,avg_monthly_bill,unpaid_invoices,region_code,retention_offer_sent,region_churn_rate,contract_end_date,churn
C02119,Postpaid,2016-10-03,2023-06-29,131,140,149,0,45.33,1,9160,0,0.153,,0
C01392,Postpaid,2022-02-08,2023-06-19,306,289,301,0,49.15,0,2520,0,0.286,,0
C00635,Postpaid,2014-05-05,2023-06-17,83,84,90,1,31.16,0,3000,0,0.173,2023-10-22,0
C01959,Postpaid,2015-09-29,2023-06-22,663,597,599,1,56.95,0,5970,0,0.0,,0
C03838,Postpaid,2014-02-11,2023-04-17,258,214,4,3,33.08,0,4180,1,0.167,2023-06-08,1
C02146,Postpaid,2023-02-06,2023-05-27,1037,485,24,1,71.05,0,2230,1,0.421,2023-06-06,1
C04866,Postpaid,2019-05-08,2023-06-22,295,294,314,1,29.24,0,9100,0,0.136,,0
C02069,Postpaid,2018-11-11,2023-05-02,194,154,8,3,37.15,3,3990,1,0.4,2023-06-08,1
C01685,Postpaid,2020-08-18,2023-06-24,793,859,784,1,102.67,0,2240,0,0.091,,0
C00925,Postpaid,2022-04-12,2023-06-03,93,81,75,1,35.71,1,9160,0,0.153,2024-02-05,0
C01038,Postpaid,2020-07-31,2023-06-22,289,300,310,1,52.04,0,6680,0,0.286,,0
C00613,Postpaid,2015-10-20,2023-06-29,834,767,755,0,80.18,1,6620,0,0.118,,0
C03358,Postpaid,2019-03-25,2023-05-12,330,214,6,4,50.91,0,3000,0,0.173,2023-06-04,1
C03404,Postpaid,2020-10-07,2023-06-15,40,42,42,0,35.13,0,9180,0,0.25,,0
C04889,Postpaid,2017-10-06,2023-06-12,257,289,262,0,54.5,0,9160,0,0.153,,0
C01516,Postpaid,2022-01-12,2023-06-27,373,388,382,1,58.44,0,9100,0,0.136,,0
C04958,postpaid,2014-01-31,2023-06-05,103,101,103,2,24.08,1,2670,0,0.086,,0
C01984,Postpaid,2018-09-13,2023-06-05,375,365,391,0,59.46,2,1070,0,0.2,,0
C00882,Postpaid,2019-05-30,2023-06-04,79,76,79,0,29.43,0,4600,0,0.102,,0
C00294,Prepaid,2014-12-28,2023-06-28,51,54,56,1,,0,9940,0,0.214,,0
C02892,Postpaid,2019-01-17,2023-06-29,420,394,381,0,52.39,0,4390,0,0.071,,0
C04781,Postpaid,2023-03-06,2023-06-01,933,863,863,0,93.5,0,6260,0,0.0,2024-12-12,0
C04212,Prepaid,2015-10-21,2023-05-09,33,32,35,3,,0,1080,0,0.381,,0
C01097,Postpaid,2015-08-05,2023-06-02,54,62,62,1,39.21,0,2150,0,0.094,,0
C02713,Postpaid,2018-08-27,2023-06-27,81,72,68,1,,0,5800,0,0.143,,0
C04095,Prepaid,2016-04-13,2023-05-10,111,104,3,2,,0,9860,1,0.132,,1
C02502,Postpaid,2018-08-11,2023-06-30,1227,1201,1200,3,117.11,0,2260,0,0.35,2025-06-17,0
C04862,Postpaid,2019-12-28,2023-06-12,1175,1184,1275,0,125.23,0,3060,0,0.286,,0
C01846,Postpaid,2022-10-07,2023-05-30,368,321,324,3,62.56,0,9160,0,0.153,2025-06-21,0
C04202,Postpaid,2014-03-27,2023-06-10,79,88,81,1,34.6,0,9160,0,0.153,,0
C01918,Postpaid,2020-02-25,2023-05-15,844,782,743,0,97.21,0,3000 Leuven,0,0.173,2024-12-18,0
C00204,Prepaid,2016-07-06,2023-06-28,52,48,48,1,,0,6960,0,0.359,,0
C04403,Postpaid,2017-05-28,2023-05-11,643,640,605,1,82.99,3,1270,0,0.167,,0
C01127,Prepaid,2016-02-14,2023-06-20,335,369,349,1,,0,9100,0,0.136,,0
C03761,Postpaid,2019-06-10,2023-05-07,136,114,2,4,40.68,0,9160,1,0.153,2023-06-29,1
C04825,Prepaid,2014-07-23,2023-06-20,21,20,22,0,,0,1200,0,0.116,,0
C03244,Postpaid,2017-01-20,2023-06-02,506,558,576,1,73.03,1,5290,0,0.171,2024-12-02,0
C03066,Postpaid,2019-11-20,2023-05-11,336,295,4,2,43.42,0,1510,1,0.357,2023-06-02,1
C02116,Postpaid,2020-12-21,2023-06-26,344,380,346,0,56.18,0,3130,0,0.1,,0
C03522,Postpaid,2020-10-21,2023-05-24,188,205,204,0,47.45,0,4390,0,0.071,,0
C01998,Prepaid,2023-02-22,2023-06-25,132,145,141,0,,0,9100,0,0.136,,0
C04488,Postpaid,2021-07-15,2023-04-03,301,163,9,2,42.57,0,3740,1,0.129,2023-06-19,1
C03862,Postpaid,2015-08-19,2023-05-13,111,115,113,1,34.3,0,3080,0,0.0,,0
C03646,Prepaid,2016-03-12,2023-06-04,21,24,25,1,,0,6000,0,0.182,,0
C01415,Postpaid,2016-05-20,2023-06-23,277,308,328,1,51.14,0,3540,0,0.091,,0
C00801,Postpaid,2022-10-11,2023-04-05,802,404,18,2,57.23,0,4750,0,0.25,2023-06-27,1
C02022,Postpaid,2016-04-18,2023-04-12,130,101,5,1,37.82,0,9160,1,0.153,2023-06-10,1
C00707,Postpaid,2016-10-23,2023-05-24,182,177,191,0,46.1,0,1300,0,0.26,,0
C02015,Postpaid,2017-06-10,2023-05-03,602,621,633,2,81.43,0,5690,0,0.0,,0
C03745,Postpaid,2016-03-01,2023-06-12,1299,1474,1380,0,,1,LEU-3000,0,0.173,,0
C01040,Prepaid,2017-03-22,2023-06-05,45,47,49,0,,0,4020,0,0.071,,0
C03647,Prepaid,2015-05-22,2023-06-16,848,858,931,1,,0,9160,0,0.153,,0
C03386,Postpaid,2017-03-25,2023-06-15,19,18,18,0,24.39,1,9160,0,0.153,,0
C00252,Postpaid,2016-05-29,2023-06-15,315,362,354,3,48.84,0,9480,0,0.143,,0
C01546,Postpaid,2019-06-08,2023-06-16,1616,1719,1559,1,162.2,0,1560,1,0.0,2024-01-08,0
C04301,Postpaid,2015-07-14,2023-06-25,713,646,678,0,73.61,0,3000,0,0.173,,0
C02652,Postpaid,2014-01-03,2023-06-14,433,460,478,3,52.41,2,9160,0,0.153,,0
C00906,Postpaid,2016-01-01,2023-06-17,209,204,207,0,45.87,1,8560,0,0.233,,0
C01898,Prepaid,2023-04-20,2023-05-31,82,72,73,0,,0,9860,0,0.132,,0
C03704,Postpaid,2015-05-26,2023-06-09,46,47,50,0,28.39,1,1700,0,0.342,,0
C00545,postpaid,2019-12-05,2023-06-07,84,82,90,3,20.83,0,4370,0,0.074,,0
C01914,Postpaid,2022-05-01,2023-04-21,511,287,0,0,41.55,1,3660,1,0.235,2023-06-27,1
C00507,Prepaid,2022-02-09,2023-06-20,149,-140,144,0,,0,9100,0,0.136,,0
C04890,Postpaid,2014-10-29,2023-06-16,215,247,238,1,37.43,1,3000,0,0.173,,0
C03882,Prepaid,2020-01-03,2023-06-10,44,39,36,2,,0,9100,0,0.136,,0
C04398,Postpaid,2014-08-08,2023-06-26,181,157,168,0,34.98,1,9100,0,0.136,2025-05-07,0
C01908,Postpaid,2015-01-11,2023-06-25,124,133,128,1,38.18,0,7110,0,0.3,2024-07-12,0
C01653,Prepaid,2022-04-23,2023-06-07,17,18,18,2,,0,3000,0,0.173,,0
C02106,Postpaid,2019-11-04,2023-06-11,176,160,170,0,41.58,1,4370,0,0.074,2024-04-11,0
C00673,Prepaid,2023-01-25,2023-06-04,65,60,3,2,,0,9160,1,0.153,,1
C03038,Prepaid,2021-04-25,2023-05-07,63,44,1,0,,0,9160,1,0.153,,1
C01683,Postpaid,2022-07-25,2023-06-24,300,255,246,0,47.38,1,9860,0,0.132,,0
C01861,Postpaid,2016-09-28,2023-06-24,262,258,235,1,51.96,0,1200,0,0.116,,0
C02702,Postpaid,2015-07-15,2023-06-25,1624,1647,1591,0,148.17,1,3000,0,0.173,,0
C02705,Prepaid,2014-04-03,2023-06-01,123,113,5,3,,0,5290,0,0.171,,1
C00868,Postpaid,2022-12-20,2023-06-19,680,710,757,2,76.49,0,9160,0,0.153,,0
C00349,Prepaid,2018-11-20,2023-05-05,17,17,17,0,,0,9100,0,0.136,,0
C00848,Prepaid,2019-03-26,2023-06-05,85,79,83,3,,0,4390,0,0.071,,0
C00139,Prepaid,2016-09-04,2023-05-19,92,97,88,1,,0,9860,0,0.132,,0
C00326,Prepaid,2014-02-17,2023-06-16,128,118,109,0,,0,9160,0,0.153,,0
C00054,Postpaid,2016-09-08,2023-06-18,525,451,472,0,66.33,0,5800,0,0.143,,0
C04519,Postpaid,2018-10-20,2023-06-06,205,178,195,0,46.1,0,2590,0,0.0,,0
C02687,Postpaid,2018-11-28,2023-06-13,447,465,431,0,57.56,0,2670,0,0.086,,0
C02376,Postpaid,2019-04-05,2023-06-02,81,73,1,1,33.88,0,7970,1,0.125,2023-06-17,1
C01434,Prepaid,2022-07-26,2023-05-19,18,16,0,1,,0,9160,0,0.153,,1
C02148,Prepaid,2016-06-26,2023-06-19,19,18,18,0,,0, 9770,0,0.083,,0
C02377,Postpaid,2018-08-29,2023-06-27,90,99,97,1,47.87,0,1560,0,0.0,,0
C02394,Postpaid,2017-10-23,2023-06-20,63,56,51,0,31.42,0,9300,1,0.333,,0
C01539,Postpaid,2023-01-13,2023-05-26,282,171,9,1,34.43,0,9160,1,0.153,2023-06-29,1
C01000,Postpaid,2018-12-31,2023-06-11,173,153,157,0,39.53,0,6620,0,0.118,,0
C00315,Postpaid,2021-11-11,2023-05-22,106,101,1,2,45.58,0,6000,1,0.182,2023-06-02,1
C01164,Prepaid,2018-01-13,2023-03-26,3,3,3,2,,0,3000,0,0.173,,0
C04987,Prepaid,2016-02-23,2023-06-04,714,778,822,2,,0,4020,0,0.071,,0
C03333,Postpaid,2020-02-07,2023-04-29,119,81,3,0,20.59,1,5680,1,0.333,2023-06-28,1
C03448,Postpaid,21/03/2016,2023-06-22,114,100,109,0,47.41,0,2400,0,0.3,,0
C04705,Post-paid,2023-04-04,2023-06-16,205,204,212,2,39.77,0,4600,0,0.102,,0
C04459,Postpaid,2015-07-23,2023-06-06,1216,1188,1185,1,126.75,2,2230,0,0.421,,0
C02981,Prepaid,2019-06-13,2023-06-08,194,169,184,3,,0,LEU-3000,0,0.173,,0
C01580,Postpaid,2022-04-23,2023-06-29,445,460,429,1,60.44,1,LEU-3000,0,0.173,,0
C04646,Postpaid,2021-11-06,2023-05-17,289,270,252,1,40.81,0,1090,0,0.133,,0
C02887,Postpaid,2020-08-26,2023-05-26,836,890,900,1,97.05,0,4600,0,0.102,2025-07-30,0
C00183,Postpaid,2017-07-28,2023-06-05,153,152,146,0,36.6,0,4480,0,0.222,,0
C02423,Postpaid,2021-02-24,2023-06-12,183,160,174,1,38.35,0,9100,0,0.136,,0
C04182,Prepaid,2023-01-16,2023-05-22,286,191,8,1,,0,1700,1,0.342,,1
C04412,Postpaid,2018-10-12,2023-06-05,261,265,258,0,48.92,0,2070,0,0.312,,0
C00942,Postpaid,2018-11-28,2023-06-16,169,185,172,0,29.9,1,7650,0,0.182,2024-06-16,0
C02422,Postpaid,2020-10-21,2023-05-15,108,107,0,2,43.78,1,LEU-3000,0,0.173,2023-06-07,1
C03642,Postpaid,2015-04-23,2023-06-03,424,406,442,1,52.62,0,2670,0,0.086,,0
C02536,Postpaid,2017-04-02,2023-06-06,98,102,92,1,30.45,0, 6900,0,0.205,2023-12-10,0
C02845,Postpaid,2018-01-12,2023-06-20,181,162,165,2,40.4,0,3660,0,0.235,,0
C02277,Postpaid,2021-01-10,2023-05-12,299,290,308,0,51.64,0,4370,0,0.074,2025-04-15,0
C03418,Postpaid,2020-03-15,2023-05-19,83,71,4,1,31.54,0,5700,1,0.273,2023-06-22,1
C00594,Postpaid,2019-02-25,2023-06-15,92,87,88,1,41.7,0,LEU-3000,0,0.173,,0
C00470,Postpaid,2019-06-02,2023-06-02,150,150,147,0,40.17,0,4370,0,0.074,,0
C04913,Postpaid,2020-01-01,2023-06-15,260,257,251,2,35.77,0,8490,0,0.143,2024-01-30,0
C02370,Prepaid,2023-03-14,2023-05-22,81,77,3,2,,0,7170,0,0.2,,1
C02397,Postpaid,2015-01-10,2023-06-16,242,221,210,3,53.72,0,6280,1,0.0,,0
C03740,Postpaid,2020-05-30,2023-05-13,175,168,157,1,34.96,0,3000,0,0.173,,0
C03469,Postpaid,2018-12-23,2023-06-26,202,206,190,3,45.94,1,9160,0,0.153,2024-02-13,0
C02274,Postpaid,2015-08-19,2023-06-29,58,65,62,0,32.73,1,5760,0,0.25,,0
C02956,Postpaid,2014-07-20,2023-06-09,113,105,103,0,33.97,0,3000,0,0.173,2025-07-17,0
C04253,Postpaid,2015-08-15,2023-05-07,109,124,119,1,35.37,0,9770,0,0.083,,0
C00165,Prepaid,2021-10-29,2023-06-07,326,314,286,1,,0,9160,0,0.153,,0
C01485,Postpaid,2015-10-26,2023-06-05,351,312,318,0,41.55,1,4370,0,0.074,,0
C01969,Prepaid,2014-03-30,2023-06-30,348,372,349,4,,0,3540,0,0.091,,0
C04125,Prepaid,2022-02-05,2023-04-18,44,20,1,0,,0,LEU-3000,1,0.173,,1
C03294,Prepaid,2020-07-11,2023-06-15,64,62,62,0,,0,1020,0,0.235,,0
C04560,Postpaid,2015-09-13,2023-06-08,167,169,186,0,22.86,1,4370,0,0.074,,0
C01061,Postpaid,2014-01-28,2023-04-23,750,602,15,0,66.85,1,1300,0,0.26,2023-06-21,1
C02428,Prepaid,2017-08-23,2023-06-05,99,92,5,2,,0,1200,1,0.116,,1
C02763,Postpaid,2020-02-09,2023-06-26,154,143,139,0,36.41,5,5350,1,0.214,,0
C02175,Postpaid,2023-01-30,2023-05-07,3589,3614,3797,0,300.72,0,4800,0,0.4,,0
C02227,Prepaid,2017-06-25,2023-06-14,131,138,133,2,,0,9160,0,0.153,,0
C03420,Prepaid,2020-12-22,2023-06-22,71,69,75,1,,0,1700,0,0.342,,0
C01932,Prepaid,2023-04-24,2023-06-21,97,87,79,0,,0,3000,1,0.173,,0
C01825,Postpaid,2017-11-24,2023-06-04,110,124,115,0,40.13,0,6020,0,0.167,,0
C03664,Postpaid,2021-08-18,2023-06-30,25,24,24,0,33.63,0,4390,0,0.071,2024-06-16,0
C04863,Postpaid,2023-04-29,2023-06-07,727,657,708,2,84.03,1,8330,0,0.125,,0
C03330,Postpaid,2015-08-19,2023-06-15,188,207,200,0,45.91,0,4390,1,0.071,,0
C01762,Prepaid,2015-02-18,2023-05-17,38,22,1,2,,0,4500,1,0.286,,1
C01575,postpaid,2022-02-16,2023-06-03,943,615,6,4,65.4,0,9160,1,0.153,2023-06-08,1
C04282,Prepaid,2017-04-06,2023-06-08,35,40,38,0,,0,6820,0,0.0,,0
C01116,Postpaid,2019-05-01,2023-06-27,328,375,403,0,59.45,1,9160,0,0.153,2023-09-13,0
C04464,Prepaid,2018-06-12,2023-06-03,70,48,1,2,,0,1090,1,0.133,,1
C03071,Prepaid,2015-12-05,2023-04-12,71,68,0,0,,0,6960,1,0.359,,1
C03663,Prepaid,2023-01-03,2023-06-04,40,37,34,0,,0,3000,0,0.173,,0
C01228,Postpaid,2023-04-18,2023-06-05,272,305,316,1,39.56,0,2000,0,0.182,,0
C04187,Postpaid,2014-03-20,2023-06-11,227,240,232,0,42.8,0,9100,0,0.136,,0
C03207,Postpaid,2015-11-01,2023-06-19,293,299,314,0,55.5,0, 6900,0,0.205,,0
C02572,Prepaid,2018-06-09,2023-05-27,155,172,160,2,,0,7000,0,0.429,,0
C00001,Prepaid,2023-02-21,2023-05-19,57,60,56,1,,0,3000,0,0.173,,0
C01646,Prepaid,2014-10-13,2023-06-16,61,66,72,0,,0,8310,0,0.175,,0
C03498,Postpaid,2023-03-13,2023-04-16,425,423,23,0,55.67,1,3000,1,0.173,2023-06-28,1
C00683,Postpaid,2017-01-08,2023-05-10,128,80,1,3,42.85,1,3740,1,0.129,2023-06-18,1
C04500,Postpaid,2017-12-18,2023-06-29,477,516,478,2,59.31,2,7310,0,0.111,,0
C00382,Postpaid,2020-05-28,2023-05-19,68,62,64,0,32.6,0,9160,0,0.153,2024-09-01,0
C01492,Prepaid,2021-04-21,2023-04-16,90,83,3,1,,0,3020,1,0.222,,1
C04042,Postpaid,18/11/2022,2023-06-10,339,375,398,0,54.79,0,2190,0,0.143,,0
C00705,Postpaid,2015-08-04,2023-06-02,305,279,298,0,56.64,0,3660,0,0.235,2024-05-10,0
C04440,Prepaid,19/03/2022,2023-05-11,101,91,91,1,,0,4900,0,0.167,,0
C00619,Prepaid,2019-02-01,2023-06-08,6,7,7,3,,0,6010,0,0.0,,0
C04318,Postpaid,2020-12-17,2023-06-03,135,147,150,0,46.59,0,4370,0,0.074,2025-06-13,0
C01645,Postpaid,2016-10-08,2023-06-27,145,125,137,0,32.49,0,3000,0,0.173,,0
C01510,Postpaid,2019-04-18,2023-06-09,75,86,88,0,25.04,0,6010,0,0.0,,0
C00224,Prepaid,2019-07-11,2023-06-01,27,28,26,1,,0,4680,0,0.2,,0
C04662,Postpaid,2021-09-06,2023-06-28,459,474,439,0,68.09,0,3000,0,0.173,,0
C00573,Prepaid,2015-08-05,2023-06-22,26,24,27,0,,0,3000,0,0.173,,0
C03593,Prepaid,2015-03-14,2023-06-08,98,98,95,1,,0,6430,0,0.188,,0
C00078,Postpaid,2014-03-22,2023-04-25,36,37,1,0,28.48,0,3000 Leuven,0,0.173,2023-06-04,1
C04445,Prepaid,2016-04-29,2023-06-27,69,69,69,2,,0,3000 Leuven,0,0.173,,0
C01025,Prepaid,2017-07-23,2023-05-28,74,38,1,6,,0,9100,0,0.136,,1
C00440,Prepaid,2022-10-16,2023-05-03,31,22,1,1,,0,9040,1,0.3,,1
C04336,Prepaid,2019-07-02,2023-06-13,78,83,78,1,,0,1890,0,0.235,,0
C02685,Postpaid,2015-05-12,2023-06-14,69,68,72,1,29.11,0,5000,0,0.222,,0
C03506,Postpaid,2018-06-02,2023-06-11,249,280,262,3,49.42,1,7110,0,0.3,,0
C00343,Postpaid,2016-08-21,2023-06-01,996,1021,1029,1,99.19,0,1700,0,0.342,,0
C00475,Postpaid,2020-01-10,2023-06-24,1178,1223,1190,1,123.34,0,9740,0,0.174,,0
C03624,Prepaid,2015-09-26,2023-06-01,21,18,19,0,,0,9160,0,0.153,,0
C02346,Postpaid,2020-06-14,2023-06-22,262,276,271,1,56.06,1,9160,0,0.153,,0
C02594,Postpaid,2016-09-20,2023-06-15,226,215,213,2,52.96,1,9770,0,0.083,,0
C02592,Postpaid,2020-08-15,2023-06-18,2840,3161,3314,1,270.39,1,8310,1,0.175,,0
C03887,Prepaid,2023-03-20,2023-05-18,87,52,1,1,,0,9160,0,0.153,,1
C02643,Prepaid,2022-07-16,2023-06-14,44,44,46,0,,0,4750,0,0.25,,0
C01859,Prepaid,2019-10-14,2023-06-20,85,72,66,1,,0,2590,0,0.0,,0
C02861,Postpaid,2021-10-05,2023-05-05,328,231,3,1,47.25,0,1270,1,0.167,2023-06-01,1
C00491,Prepaid,2014-04-10,2023-05-17,176,110,4,2,,0,2070,1,0.312,,1
C03681,Postpaid,2020-07-19,2023-06-23,150,158,150,2,32.59,0,4370,0,0.074,,0
C04455,Postpaid,2020-07-13,2023-05-11,250,270,289,1,,0,4300,0,0.25,,0
C00374,Postpaid,2017-02-16,2023-06-18,286,298,273,0,44.0,0,7130,0,0.143,,0
C02443,Postpaid,2020-05-07,2023-06-05,55,62,63,0,39.93,0,4750,0,0.25,,0
C00686,Postpaid,2020-03-25,2023-06-20,91,91,87,1,27.97,0,7170,0,0.2,,0
C04818,Postpaid,2018-04-30,2023-05-12,127,141,142,2,39.46,0,9160,0,0.153,,0
C00255,Postpaid,2019-05-04,2023-06-04,649,730,786,0,89.36,0,5490,0,0.118,,0
C04405,Postpaid,2023-02-20,2023-05-14,440,399,365,1,68.31,0,4370,0,0.074,,0
C00002,Prepaid,01/09/2021,2023-06-13,23,24,26,0,,0,2670,0,0.086,,0
C04952,Postpaid,2019-09-20,2023-06-13,620,607,591,1,74.88,1,9160,0,0.153,,0
C01875,Prepaid,2022-10-11,2023-05-30,148,155,6,1,,0,3000,0,0.173,,1
C04595,Prepaid,2020-07-17,2023-06-08,67,60,61,1,,0,2670,0,0.086,,0
C02457,Postpaid,2022-03-06,2023-06-28,403,397,436,0,59.63,1,5700,0,0.273,,0
C01223,Postpaid,2019-02-02,2023-05-24,71,65,3,2,26.41,1,4180,1,0.167,2023-06-12,1
C03732,Prepaid,2021-06-25,2023-06-02,57,36,2,5,,0,2260,1,0.35,,1
C00296,Prepaid,2022-04-10,2023-06-07,86,95,87,0,,0,9020,0,0.143,,0
C00710,Prepaid,2020-01-08,2023-05-16,100,106,109,1,,0,3000,0,0.173,,0
C02060,Prepaid,2018-04-28,2023-06-11,348,337,368,0,,0,9160,0,0.153,,0
C04609,Postpaid,2016-08-01,2023-05-16,759,824,784,1,102.18,0,8310,0,0.175,,0
C03496,Postpaid,2020-11-05,2023-06-03,297,339,324,0,72.41,1,1070,0,0.2,,0
C02330,Prepaid,2017-05-02,2023-05-17,74,48,0,3,,0,9100,1,0.136,,1
C02995,Prepaid,2015-01-17,2023-06-27,236,246,262,2,,0,2500,0,0.118,,0
C04718,Postpaid,2016-01-28,2023-05-28,91,89,91,0,36.39,0,9100,0,0.136,,0
C02971,PREPAID,2021-09-08,2023-06-26,74,72,69,0,,0,5290,0,0.171,,0
C02667,Prepaid,2020-12-31,2023-06-01,94,91,87,2,,0,9160,0,0.153,,0
C02197,Postpaid,2016-03-21,2023-06-24,1453,1282,1245,2,124.08,1,1030,0,0.1,,0
C04386,Postpaid,2019-01-18,2023-05-23,147,130,138,1,38.73,0,6170,0,0.0,2024-02-01,0
C01943,Prepaid,2023-03-31,2023-06-04,218,245,228,0,,0,8630,0,0.188,,0
C01352,Postpaid,2022-03-27,2023-06-06,772,662,614,0,82.8,1,3130,0,0.1,2024-09-13,0
C00190,PREPAID,2022-06-14,2023-06-16,38,42,38,1,,0,9770,0,0.083,,0
C03595,Postpaid,2017-02-11,2023-06-04,201,186,174,0,43.04,0,5680,0,0.333,,0
C04528,Prepaid,2015-10-23,2023-05-28,85,87,2,0,,0,5610,1,0.2,,1
C01373,Postpaid,2021-02-16,2023-06-20,800,837,914,0,99.91,0,1300,0,0.26,,0
C01296,Postpaid,2014-09-10,2023-06-22,227,235,227,1,44.58,0,9160,0,0.153,,0
C02486,Prepaid,2018-12-11,2023-06-27,701,693,703,1,,0,4370,0,0.074,,0
C00556,Prepaid,2018-03-06,2023-05-29,137,152,137,0,,0,2670,0,0.086,,0
C01111,Prepaid,2020-02-01,2023-04-25,84,70,0,2,,0,9300,1,0.333,,1
C01189,Prepaid,2020-11-30,2023-06-05,173,185,182,1,,0,6430,0,0.188,,0
C03720,Postpaid,2017-09-22,2023-05-01,697,630,20,0,82.55,0,9160,1,0.153,2023-06-10,1
C03628,Prepaid,2020-07-26,2023-05-09,95,46,2,1,,0,9000,1,0.429,,1
C01218,Postpaid,2021-07-20,2023-06-28,137,138,138,0,32.73,0,9160,0,0.153,,0
C03828,Postpaid,2015-04-25,2023-06-22,245,238,251,2,56.04,0,6620,0,0.118,,0
C00988,Postpaid,2020-12-24,2023-06-21,254,240,221,2,50.86,1,6380,0,0.167,2024-10-30,0
C02048,Prepaid,2022-07-28,2023-05-20,229,258,252,2,,0,1890,0,0.235,,0
C01708,Postpaid,2016-07-29,2023-06-07,145,135,130,0,35.58,0,5210,0,0.0,,0
C00668,Prepaid,2020-06-25,2023-06-30,270,250,256,2,,0,9160,0,0.153,,0
C02424,Postpaid,2023-04-27,2023-06-12,88,88,91,3,30.68,0,7890,0,0.25,2024-12-20,0
C00057,Postpaid,2019-06-13,2023-06-19,81,89,86,0,33.7,0,9160,0,0.153,2025-01-13,0
C03695,Postpaid,2019-05-27,2023-06-14,1163,1258,1200,1,118.4,0,2670,0,0.086,,0
C01054,Post-paid,2019-11-18,2023-04-23,69,50,2,0,30.28,0,1200,1,0.116,2023-06-27,1
C02529,Postpaid,2018-02-19,2023-06-01,1119,1071,1178,0,105.33,0,1690,0,0.167,,0
C03035,Prepaid,2022-10-29,2023-04-08,88,73,1,3,,0,LEU-3000,1,0.173,,1
C03421,Postpaid,2017-09-04,2023-05-15,159,171,160,1,38.57,0,5290,0,0.171,,0
C04094,Prepaid,2019-03-19,2023-04-17,49,23,0,1,,0,2670,1,0.086,,1
C00704,Prepaid,2019-11-08,2023-05-08,120,60,2,3,,0,9770,0,0.083,,1
C02769,Prepaid,2022-01-02,2023-05-14,92,84,91,0,,0,5590,0,0.0,,0
C03558,Postpaid,2016-11-13,2023-05-20,815,875,828,0,101.06,0,2590,1,0.0,,0
C00017,Postpaid,2023-02-21,2023-06-01,137,137,141,1,41.85,0,3050,0,0.111,,0
C04374,Postpaid,2022-10-01,2023-05-14,221,219,216,0,45.63,0,9100,0,0.136,2025-05-19,0
C00135,Postpaid,2022-11-12,2023-06-21,313,282,270,0,48.45,0,4390,0,0.071,,0
C04098,Prepaid,2016-12-08,2023-05-05,77,74,80,0,,0,9160,1,0.153,,0
C00438,Postpaid,2021-10-01,2023-06-06,165,168,164,0,38.63,0,1020,0,0.235,,0
C03635,Postpaid,2023-01-18,2023-06-12,129,139,145,0,36.28,0,9100,0,0.136,,0
C04985,Prepaid,2018-05-22,2023-06-08,107,121,112,0,,0,9100,0,0.136,,0
C04635,Postpaid,2021-01-16,2023-05-04,431,430,457,1,61.55,0, 4180,0,0.167,,0
C03759,Postpaid,2016-10-31,2023-06-29,668,645,649,0,72.02,1,1070,0,0.2,,0
C00445,Postpaid,2022-07-23,2023-06-30,280,275,294,0,50.02,0,8000,0,0.211,,0
C02567,Postpaid,2019-02-16,2023-06-15,337,315,304,0,49.26,0,3450,0,0.214,,0
C03240,Prepaid,2021-12-10,2023-05-26,80,73,72,1,,0,3660,0,0.235,,0
C02748,Prepaid,2018-07-09,2023-06-17,204,192,192,1,,0,9770,0,0.083,,0
C02257,Postpaid,2021-01-16,2023-06-13,310,333,360,0,52.1,0,4370,1,0.074,,0
C01192,Prepaid,30/11/2016,2023-06-15,41,46,42,2,,0,7170,0,0.2,,0
C01356,PREPAID,2020-04-20,2023-05-15,18,12,1,2,,0,2670,0,0.086,,1
C01087,Postpaid,2015-07-21,2023-06-03,309,288,307,3,49.51,0,3200,0,0.222,,0
C00426,Postpaid,2021-11-11,2023-06-15,690,706,672,1,67.72,0,9100,0,0.136,,0
C03983,Postpaid,2021-03-30,2023-06-10,171,153,151,0,43.69,0,3000,0,0.173,,0
C01114,Postpaid,2018-12-11,2023-06-22,970,1045,1134,2,104.14,0,9020,0,0.143,,0
C00275,Prepaid,2015-04-06,2023-05-18,126,127,126,1,,0,9160,0,0.153,,0
C04431,Postpaid,2016-02-10,2023-06-30,88,97,106,0,28.66,1,9300,0,0.333,,0
C01181,Prepaid,2017-09-08,2023-06-27,43,49,47,1,,0,3000,0,0.173,,0
C03667,Prepaid,2014-11-26,2023-06-22,62,61,64,2,,0,3000,0,0.173,,0
C02524,Postpaid,2022-03-25,2023-06-06,292,277,276,0,55.45,1,9940,0,0.214,,0
C03065,Prepaid,2022-07-04,2023-06-12,23,25,25,1,,0,3000 Leuven,0,0.173,,0
C03625,Postpaid,2021-01-19,2023-06-01,390,380,385,1,55.72,0,3000,0,0.173,2024-06-07,0
C01536,Prepaid,2016-10-31,2023-06-13,45,42,41,1,,0,7500,0,0.079,,0
C03818,Prepaid,2014-03-03,2023-06-06,34,31,33,3,,0,4480,0,0.222,,0
C04946,Prepaid,2016-07-26,2023-05-12,17,16,17,0,,0,9100,0,0.136,,0
C02696,Postpaid,2014-11-28,2023-06-16,271,249,227,2,49.88,0,2670,0,0.086,2023-12-30,0
C03836,Prepaid,2022-05-31,2023-06-16,48,48,47,0,,0,5490,0,0.118,,0
