SalePrice;OverallQuality;LivingArea;GarageCars;GarageArea;YearBuilt;LotArea;Neighborhood;HouseStyle;HasPool;PoolQuality
548148;9;2029;2;;2008;11741;E;1Story;No;nan
340173;8;1007;1;;1977;12944;E;1Story;No;nan
414544;3;2209;1;169;1995;7672;B;Duplex;No;nan
355669;9;1921;3;624;2013;14933;C;1Story;No;nan
245731;3;2103;0;;2019;5511;B;Duplex;No;nan
280462;9;1595;0;-3;1996;4184;F;1Story;No;nan
217414;2;1004;3;593;1963;;C;1Story;No;nan
513163;10;1890;2;405;1956;8735;E;2Story;No;nan
301238;9;1188;1;165;1980;2665;D;2Story;No;nan
433153;8;1559;2;456;2000;7067;E;1Story;No;nan
272139;9;1414;0;-1;1978;16804;F;2Story;No;nan
289917;5;2062;0;-19;1964;3489;A;2Story;No;nan
256890;2;1865;2;397;1974;;F;1Story;No;nan
389590;8;1460;0;;2010;4892;E;1Story;No;nan
285637;6;524;1;197;1990;7146;C;1Story;No;nan
303874;8;1182;3;725;2018;6956;E;2Story;No;nan
265191;5;1852;2;;1953;5991;D;1Story;Yes;Gd
426227;10;1640;1;192;2006;7531;E;2Story;No;nan
272523;2;748;1;227;1980;9900;B;2Story;No;nan
271392;6;597;0;38;1952;12156;D;2Story;No;nan
288092;5;1598;1;192;2016;7147;A;2Story;No;nan
208219;5;971;2;383;1999;8017;E;1Story;No;nan
119299;1;1020;1;148;1966;9390;F;Townhouse;No;nan
269445;2;1836;3;711;2009;4293;D;2Story;No;nan
414122;8;2101;1;212;2015;7542;C;1Story;No;nan
255231;3;1125;1;232;1973;6483;D;2Story;No;nan
415298;10;1478;3;637;1981;10856;B;2Story;No;nan
190719;3;1463;1;169;1968;13255;D;1Story;No;nan
267209;8;1418;1;177;2015;5669;D;1Story;No;nan
420769;8;1520;0;-54;2009;11840;A;1Story;No;nan
267691;2;1878;2;474;2015;3625;A;Townhouse;No;nan
246061;8;1163;0;;1964;8602;D;2Story;No;nan
154990;1;737;2;441;1984;8780;C;1Story;No;nan
332313;6;2345;3;599;2018;3548;E;2Story;No;nan
628433;8;2045;3;680;1976;5515;B;1Story;No;nan
193483;3;948;3;711;1956;;A;1Story;No;nan
236229;8;1568;2;479;1955;4066;D;1Story;No;nan
244753;1;2005;2;439;1982;1000;D;2Story;No;nan
381220;9;1875;2;431;;7378;C;Townhouse;No;nan
281918;9;1731;3;659;1998;7740;D;Townhouse;No;nan
295143;5;1415;2;;1966;7716;C;1Story;No;nan
539496;10;2364;1;;1991;10297;D;2Story;No;nan
320816;4;1610;0;-15;2021;2187;A;Duplex;No;nan
319963;6;1243;3;644;1989;6857;C;1Story;No;nan
240104;7;1936;0;-19;1995;15680;B;2Story;No;nan
365459;5;1548;1;177;2020;10660;A;Duplex;No;nan
409785;10;1675;2;494;2019;10677;B;2Story;No;nan
342776;9;1602;0;-32;2017;4950;B;1Story;No;nan
315818;3;1748;1;240;1950;7412;F;Townhouse;No;nan
229250;7;1011;1;194;2001;1100;B;Duplex;No;nan
298206;10;774;0;-19;1984;9756;B;2Story;No;nan
504112;10;2217;3;655;2018;12201;E;1Story;No;nan
298012;5;1625;0;22;1954;3651;C;2Story;No;nan
545552;7;1885;3;650;1966;4523;C;1Story;No;nan
214473;2;620;2;394;;7904;C;1Story;No;nan
329778;4;2033;3;;2001;8460;C;2Story;No;nan
179946;2;1239;2;;1963;6375;B;Townhouse;No;nan
381119;7;1097;0;;1978;5554;B;Duplex;No;nan
348728;2;1468;2;;1957;5586;E;2Story;No;nan
153690;1;1011;1;193;1950;7853;B;1Story;No;nan
469527;9;1499;2;519;1978;9758;B;1Story;No;nan
182481;1;1432;3;690;1985;7852;C;Duplex;No;nan
423412;8;2030;3;624;2000;7565;B;2Story;No;nan
296075;2;2257;3;628;1986;2722;C;Duplex;No;nan
455780;8;2241;2;459;2018;;E;1Story;No;nan
181480;3;400;3;662;2002;7846;F;2Story;No;nan
361877;6;1032;3;696;2001;6690;E;Duplex;No;nan
156650;3;400;1;193;1961;8765;B;1Story;No;nan
358201;7;903;2;468;2001;5469;F;1Story;Yes;Ex
366998;10;1175;1;130;1950;6752;C;1Story;No;nan
327344;9;1705;3;654;1956;8323;B;Townhouse;No;nan
159488;2;1240;3;635;1966;5964;C;2Story;No;nan
307250;5;1254;3;642;1992;3063;D;2Story;No;nan
327570;6;1591;2;436;2020;2575;A;1Story;No;nan
174167;4;645;0;46;1966;9337;D;2Story;No;nan
184812;4;1081;3;614;2008;7907;E;2Story;No;nan
289867;4;1248;3;572;1952;7801;B;1Story;No;nan
330073;2;1399;3;618;1978;4515;D;Townhouse;No;nan
276622;4;1538;3;701;1971;7938;C;1Story;No;nan
181335;1;2250;2;374;1987;6799;C;1Story;No;nan
378528;6;1954;0;-23;2003;6200;B;1Story;Yes;Ex
136363;1;1115;0;34;1999;7775;D;1Story;No;nan
315371;10;1369;0;-2;2018;8889;C;2Story;No;nan
269275;6;1335;3;705;1979;13250;E;1Story;No;nan
256582;1;1243;3;579;1972;9696;F;Duplex;No;nan
280693;6;1636;0;-13;1996;10573;F;1Story;No;nan
418961;10;570;0;53;1970;11314;B;1Story;No;nan
386117;8;1940;3;615;1969;5708;A;2Story;No;nan
296347;2;2347;3;701;1972;7037;C;2Story;No;nan
278246;2;1365;1;211;2017;5285;D;1Story;No;nan
225596;4;1355;1;237;1970;5955;F;Townhouse;No;nan
357575;3;1579;1;271;1970;6715;E;2Story;No;nan
268095;4;2010;0;17;1950;5883;C;1Story;No;nan
377340;7;1338;2;416;1964;8672;A;1Story;No;nan
249495;1;1967;3;682;1966;9299;E;1Story;No;nan
395956;6;1744;1;194;2000;4082;B;Duplex;No;nan
416107;3;2681;2;451;2012;7064;A;1Story;No;nan
509420;10;1336;3;610;1963;7097;E;1Story;No;nan
375605;7;512;2;441;2008;3583;C;1Story;No;nan
277301;10;784;0;48;1999;5702;A;1Story;No;nan
355940;2;1506;0;-12;1983;10620;C;2Story;No;nan
267594;2;2014;0;44;1955;10582;A;2Story;No;nan
265535;4;1174;1;344;1998;3112;D;1Story;No;nan
115081;1;1385;3;659;1955;9416;B;1Story;No;nan
406314;3;1842;0;25;2018;3589;E;1Story;No;nan
434975;9;1017;1;239;1956;6796;C;2Story;Yes;Gd
319520;7;1194;1;229;2000;7708;C;Duplex;No;nan
196666;7;916;1;252;1950;10258;A;1Story;No;nan
238452;4;2089;1;210;1962;7476;B;1Story;No;nan
221564;2;2271;0;-27;1992;4958;D;1Story;No;nan
221548;4;710;1;159;1976;4448;D;Townhouse;No;nan
276275;6;1429;0;-14;2020;8504;B;2Story;No;nan
362768;3;2204;0;36;1952;6099;C;1Story;No;nan
255096;1;1699;1;182;2007;6774;E;1Story;No;nan
420876;8;1255;0;10;1966;10911;C;1Story;No;nan
267057;5;727;3;655;1994;9305;A;2Story;No;nan
334980;5;2076;3;635;2007;12761;C;1Story;No;nan
219640;4;1680;2;366;2005;4945;D;1Story;No;nan
237217;6;764;3;715;2003;5872;A;2Story;No;nan
158063;3;2095;0;21;1978;8551;B;1Story;No;nan
434794;9;700;0;107;2003;13456;D;2Story;No;nan
388775;5;1390;3;703;1976;5615;F;1Story;No;nan
214083;3;1368;1;274;1994;;C;2Story;No;nan
295586;1;2309;1;150;1980;11964;B;1Story;No;nan
356178;10;1369;0;-71;1985;8150;C;Townhouse;No;nan
322449;6;1368;1;222;2010;11060;B;1Story;No;nan
257745;2;818;2;394;1986;13872;B;1Story;No;nan
208670;3;1180;2;413;2016;8885;C;Duplex;No;nan
270158;1;1091;3;761;1985;9375;F;Duplex;No;nan
261557;9;1117;3;708;1954;10229;E;1Story;No;nan
375867;8;1503;1;183;1995;5287;B;Townhouse;No;nan
123261;2;400;0;-95;2001;3555;E;1Story;No;nan
271826;8;745;3;619;1998;8475;B;2Story;No;nan
354091;9;1444;2;418;1955;6125;B;1Story;No;nan
188723;1;1561;3;647;;11158;F;1Story;No;nan
298248;5;1383;3;609;1972;8943;F;1Story;No;nan
392857;8;1480;2;485;1966;11107;B;2Story;No;nan
349704;2;1295;0;-28;1993;4395;A;2Story;No;nan
256958;4;1491;3;686;1990;11005;B;1Story;No;nan
416340;7;1717;3;662;1964;1104;C;Townhouse;No;nan
316355;3;1714;3;698;1993;4641;E;1Story;No;nan
258941;5;1156;1;210;2007;9897;A;1Story;No;nan
295023;8;1958;3;623;1999;6492;C;2Story;No;nan
394491;10;1579;2;416;2001;6781;B;1Story;No;nan
246891;3;2116;0;-23;2019;8322;A;1Story;No;nan
288778;4;2216;0;83;2017;12266;E;1Story;No;nan
351582;9;779;2;443;2012;2235;E;1Story;No;nan
574552;7;1070;1;220;2007;11746;B;Townhouse;No;nan
353314;1;1907;2;475;1972;;B;1Story;No;nan
158832;4;668;0;0;1993;6487;A;1Story;No;nan
381912;4;2210;2;485;1993;5915;C;1Story;No;nan
298826;9;1328;1;205;2001;7646;B;1Story;No;nan
265903;6;1788;0;-19;2016;5851;C;1Story;No;nan
335128;9;1442;1;181;1977;9034;C;2Story;No;nan
194617;6;804;2;514;2016;9425;B;2Story;No;nan
283399;6;2028;3;657;1967;3338;E;Duplex;No;nan
507923;5;2875;2;393;1976;5239;B;1Story;No;nan
411265;5;1242;1;;2000;4445;E;1Story;No;nan
139991;2;1339;2;414;2009;8644;C;Townhouse;Yes;TA
414043;8;400;3;;1998;10617;E;1Story;No;nan
482006;8;2176;1;232;1964;4780;A;Townhouse;No;nan
229571;1;1956;2;501;2022;10596;D;Duplex;No;nan
349712;8;633;1;224;2017;5226;A;Townhouse;No;nan
249271;5;468;1;192;1964;10156;F;1Story;No;nan
227284;2;525;0;-20;2000;7149;D;1Story;No;nan
277297;2;1823;0;26;1997;6675;B;2Story;No;nan
335750;6;1872;1;142;2021;11427;B;2Story;No;nan
314563;9;1038;2;398;1950;13363;E;1Story;No;nan
253097;1;1750;2;449;1956;2175;F;2Story;No;nan
376495;6;1579;2;372;2002;9798;E;1Story;No;nan
496740;9;1316;3;;1980;8532;E;1Story;No;nan
331131;8;1985;1;201;1967;9974;E;Duplex;No;nan
321015;6;898;1;255;1961;3684;C;1Story;No;nan
378543;3;2074;3;650;1997;4747;A;1Story;No;nan
318049;8;1136;1;267;1979;5986;A;1Story;No;nan
683289;9;2391;1;223;1956;8639;D;1Story;No;nan
165245;1;997;3;731;1952;5802;C;1Story;No;nan
396418;9;1324;0;-55;2012;7031;C;1Story;No;nan
400456;6;1529;1;285;;10492;B;1Story;No;nan
367991;6;1526;3;644;1964;14146;D;Duplex;No;nan
314871;4;1745;2;499;2020;10278;B;Townhouse;No;nan
149252;1;857;0;47;1992;;C;1Story;No;nan
435225;10;1481;2;326;1967;7454;C;1Story;No;nan
424837;8;1569;1;239;1971;5328;B;1Story;No;nan
161997;2;1236;0;40;2010;7022;E;2Story;No;nan
209785;1;1702;3;713;2010;7826;C;2Story;Yes;Gd
213250;2;827;1;;2002;4520;E;Townhouse;No;nan
247647;1;1337;3;684;1975;10445;B;1Story;No;nan
174988;1;1123;0;8;1989;12558;B;2Story;No;nan
280448;9;1338;2;457;1957;8367;A;2Story;No;nan
243734;1;2224;1;260;1970;11252;A;Townhouse;No;nan
395474;4;2233;1;266;1992;11625;A;2Story;No;nan
455683;10;2135;3;634;1970;4896;A;1Story;No;nan
405880;6;1269;0;;1952;2787;E;2Story;No;nan
477524;7;1954;3;;1980;6503;F;Duplex;No;nan
185091;2;1556;0;-10;1976;8288;F;1Story;No;nan
328092;6;1523;1;214;1976;4412;F;1Story;No;nan
365325;7;1461;0;8;2022;12267;C;1Story;No;nan
385860;10;2379;1;196;2006;;C;1Story;No;nan
597741;10;2183;0;35;1982;8538;A;1Story;No;nan
351659;2;1872;2;491;1993;5055;A;Townhouse;No;nan
272700;2;1415;0;-33;1992;9459;E;2Story;No;nan
498404;10;1520;2;493;1980;5045;E;2Story;No;nan
363006;7;1765;0;-33;2014;11429;E;2Story;No;nan
142278;1;1239;0;;1966;7306;E;Duplex;No;nan
336845;8;1969;3;713;1964;10182;B;Townhouse;No;nan
148789;3;1039;3;656;1983;10706;C;2Story;No;nan
302086;6;1696;1;188;1953;9614;C;1Story;No;nan
345898;9;400;3;636;2021;13356;F;1Story;No;nan
290878;6;1225;0;14;1977;8535;F;1Story;Yes;TA
377557;9;2539;3;;2022;6490;C;1Story;No;nan
292447;7;2018;0;-68;1951;1693;A;1Story;No;nan
424776;9;2268;2;444;1966;1148;B;2Story;No;nan
194507;2;1166;0;-4;2007;9956;C;2Story;No;nan
489742;8;1552;1;202;1958;7448;E;1Story;No;nan
244181;8;2141;2;437;1980;5554;B;Townhouse;No;nan
262430;2;1817;1;198;2015;4658;B;1Story;No;nan
309958;4;1754;1;270;2011;;B;2Story;Yes;Ex
365169;7;2315;1;274;1968;5049;F;2Story;No;nan
312749;4;980;3;664;2004;12892;C;2Story;No;nan
245467;4;1408;1;214;1977;15053;D;1Story;No;nan
280042;6;623;2;420;1999;5300;C;2Story;No;nan
513384;10;952;0;4;2014;10009;B;1Story;No;nan
347732;6;2037;1;294;1952;9320;B;2Story;No;nan
382678;10;1041;2;436;2001;5037;E;1Story;No;nan
262503;3;1868;1;186;1959;5054;E;2Story;No;nan
600014;9;2329;0;-16;1970;7632;C;1Story;No;nan
365079;10;1411;2;470;;4585;C;2Story;No;nan
378572;2;1760;2;411;1964;11274;E;1Story;No;nan
279806;6;1872;0;-1;1958;7262;D;Duplex;No;nan
302970;7;889;2;459;1993;4638;A;Duplex;No;nan
385382;9;1192;0;-26;1988;7733;C;1Story;No;nan
197107;3;998;2;369;1954;9399;D;1Story;No;nan
563318;10;1232;2;397;1974;5827;C;2Story;Yes;Gd
272572;3;1858;0;-34;2005;2021;F;1Story;No;nan
228047;7;1202;0;-9;2013;8379;E;1Story;No;nan
366407;4;1482;2;;;4349;A;1Story;No;nan
351645;8;979;2;473;2001;;D;2Story;No;nan
341541;7;2113;0;-49;1958;9407;B;1Story;No;nan
315558;5;1227;3;687;1959;;D;1Story;No;nan
310640;7;2261;0;-15;1959;7577;D;2Story;No;nan
284265;3;1530;2;369;2022;12359;C;1Story;No;nan
157954;2;797;2;441;2011;6944;E;1Story;No;nan
289328;6;1414;2;493;2009;14064;D;Townhouse;No;nan
201971;2;969;0;35;1968;;E;2Story;No;nan
248090;3;1795;2;;1987;5206;B;1Story;No;nan
355632;6;1369;3;705;1955;6571;B;1Story;No;nan
271748;5;1582;1;228;1964;4212;D;2Story;No;nan
373995;8;1315;3;699;1996;9912;F;1Story;No;nan
349283;9;1222;0;;1994;11974;C;Townhouse;No;nan
219547;3;1013;2;390;1954;6925;A;2Story;No;nan
355620;10;1918;0;;2002;2416;C;Townhouse;No;nan
214537;3;1413;1;282;2015;9081;C;Duplex;No;nan
277221;3;1343;0;17;2011;5414;E;1Story;No;nan
260786;6;1401;2;420;1972;5868;D;2Story;No;nan
172058;1;1161;1;186;1993;;F;Duplex;No;nan
293967;7;1344;1;207;2001;11696;E;2Story;No;nan
215560;1;1603;2;;1995;10219;B;1Story;No;nan
160091;5;983;2;426;1968;9289;D;1Story;No;nan
270130;10;1055;2;;1996;7528;D;1Story;No;nan
348408;8;2189;0;26;2001;4039;F;2Story;No;nan
247905;4;1319;3;729;1973;9044;A;2Story;No;nan
147372;5;1224;0;;1966;10153;B;Townhouse;No;nan
272919;4;828;0;-2;1995;6215;B;2Story;No;nan
398952;4;1925;3;704;2013;;C;Duplex;No;nan
417383;8;972;2;403;1977;;A;1Story;No;nan
258796;2;1492;2;422;1999;6823;D;1Story;No;nan
229657;1;646;3;;2013;7188;E;Townhouse;No;nan
334208;3;1909;3;610;1977;7735;C;2Story;No;nan
367270;9;2088;0;77;;9997;C;2Story;No;nan
204625;4;1742;1;248;2008;8880;F;1Story;No;nan
470512;10;733;3;605;1954;8658;C;2Story;No;nan
373268;5;1919;0;48;2003;12554;B;Duplex;Yes;Gd
197951;2;1086;1;192;1993;6771;B;1Story;No;nan
235436;4;915;2;466;1991;;C;2Story;No;nan
313668;2;1308;2;;2021;11066;B;1Story;No;nan
240235;2;1298;0;67;2006;8693;D;1Story;No;nan
208692;4;1247;0;-22;1996;6232;F;2Story;No;nan
318139;6;2137;3;630;1974;6920;D;1Story;No;nan
383831;7;2506;2;332;1993;4178;C;1Story;No;nan
277402;10;815;0;;1964;8695;B;2Story;No;nan
244297;3;1156;2;469;2000;3616;F;2Story;No;nan
260661;3;1571;2;474;2002;10046;E;1Story;No;nan
359349;10;1306;3;710;1983;6433;C;Townhouse;No;nan
291138;6;1700;1;232;1957;3818;C;1Story;No;nan
323770;3;1958;3;680;2019;11292;D;Townhouse;No;nan
212739;2;1875;0;3;1970;14769;B;2Story;No;nan
483660;8;1805;3;;1956;9312;A;1Story;No;nan
364893;5;2330;3;623;2005;7144;B;1Story;No;nan
143714;1;706;2;384;1998;5120;C;1Story;No;nan
289232;3;2240;3;627;1991;8786;B;1Story;No;nan
369558;10;1294;0;9;1972;9910;B;2Story;No;nan
492662;8;1893;1;168;2001;8021;A;1Story;No;nan
229746;4;985;3;635;2002;10686;D;1Story;No;nan
234044;7;1046;3;636;1965;12542;D;2Story;No;nan
310563;10;1831;1;251;1986;4221;B;1Story;No;nan
87827;2;536;0;26;1967;8882;F;2Story;No;nan
627083;7;1995;0;3;1969;2290;C;1Story;No;nan
337379;5;2130;3;678;1995;5558;A;2Story;No;nan
322254;5;1589;2;459;1951;10160;B;2Story;No;nan
261966;6;1571;3;645;2012;7860;D;2Story;Yes;Ex
522591;9;1083;1;;1952;3167;B;1Story;Yes;TA
317027;6;1837;1;281;1995;11150;A;1Story;No;nan
533809;8;1674;1;120;1998;6370;D;1Story;No;nan
468481;7;1039;3;630;1950;10553;C;1Story;No;nan
330560;9;1304;3;652;1971;9538;E;1Story;No;nan
321367;4;1420;0;22;1963;5501;E;2Story;No;nan
304598;2;1304;2;485;;10607;F;2Story;No;nan
209143;7;819;3;734;1955;8956;A;Duplex;No;nan
265139;6;1850;0;-4;2014;8525;A;1Story;No;nan
121309;1;1378;3;659;1970;6596;F;2Story;No;nan
282869;9;1508;0;15;1953;4692;D;Townhouse;Yes;Gd
226518;9;1211;0;-21;1952;6744;D;2Story;No;nan
298539;2;1738;2;393;1979;6679;A;2Story;No;nan
223554;3;1599;3;656;1980;10555;A;Townhouse;No;nan
431306;5;2106;0;30;1983;3053;B;Townhouse;Yes;TA
309212;5;1740;1;210;1969;12412;C;1Story;No;nan
261503;1;1399;1;237;2003;12577;A;2Story;No;nan
328693;8;1130;1;145;1974;6077;C;1Story;No;nan
397464;8;1933;2;441;1964;12205;C;2Story;No;nan
309608;4;1359;0;-16;;4983;A;Townhouse;Yes;Ex
337970;7;1414;2;389;1972;11381;A;1Story;No;nan
477821;10;1414;3;686;2001;5541;C;Duplex;No;nan
292611;3;1299;3;734;2015;11100;A;2Story;No;nan
362811;6;1423;0;40;2006;3688;A;1Story;No;nan
438448;10;2463;1;262;2006;11249;B;2Story;No;nan
365424;10;976;0;;2001;11866;C;1Story;No;nan
270274;9;1093;0;26;1984;3591;D;1Story;No;nan
271323;1;2192;0;-72;1963;13272;A;Townhouse;No;nan
240682;5;1313;2;435;1963;11055;D;1Story;No;nan
334476;4;1275;3;680;1982;2006;E;2Story;No;nan
294870;8;2017;0;21;2001;6530;D;Duplex;No;nan
163962;1;790;0;51;1950;11113;A;Townhouse;No;nan
432311;9;1911;0;-41;1983;10169;C;Duplex;No;nan
345656;6;1523;2;;1968;8335;D;2Story;No;nan
180550;4;1732;2;397;1973;10784;F;2Story;No;nan
333442;9;1723;2;;1953;5378;F;1Story;No;nan
311655;5;1186;0;-2;1985;8142;C;1Story;No;nan
303178;5;2026;1;255;2007;5463;D;Townhouse;No;nan
232736;5;1225;1;250;1981;8404;E;2Story;No;nan
249265;1;1704;1;;1958;11003;E;1Story;No;nan
406500;1;2119;3;574;2016;10345;C;1Story;No;nan
348552;8;2189;0;18;1969;8669;B;Townhouse;No;nan
317868;8;1366;1;209;2011;10969;A;Duplex;No;nan
368148;6;1732;1;;2007;11265;C;1Story;No;nan
245202;4;1320;1;266;1971;13392;D;2Story;No;nan
293587;2;2752;0;-38;2016;11502;F;1Story;No;nan
322091;2;1890;1;243;1997;9969;E;2Story;No;nan
335588;9;1542;1;244;1957;10802;B;2Story;No;nan
447848;5;1656;0;21;2022;8731;D;2Story;No;nan
396420;4;1704;3;676;1964;7160;B;1Story;No;nan
355779;10;1718;2;465;1981;10603;D;1Story;No;nan
199371;1;1380;1;280;2002;10271;D;1Story;No;nan
392203;7;1303;2;418;2016;8876;B;Townhouse;No;nan
179065;3;1424;3;624;1953;7416;B;Townhouse;No;nan
303695;6;930;3;691;1979;7250;A;Duplex;No;nan
404552;5;1859;1;145;1962;;A;Townhouse;No;nan
222520;5;1099;0;26;1970;11767;E;2Story;No;nan
188329;5;970;3;679;1990;11535;A;1Story;No;nan
170114;1;1493;2;346;1968;11407;A;2Story;No;nan
267404;1;1435;2;415;1997;4844;B;1Story;No;nan
322793;3;1625;2;503;2012;6922;E;1Story;No;nan
334561;10;1216;2;382;1969;7228;B;1Story;No;nan
375078;4;1304;3;669;2013;6182;B;1Story;Yes;Ex
299583;5;1846;1;180;1986;13588;D;2Story;No;nan
217262;2;1816;1;192;1980;9201;B;1Story;No;nan
304517;8;1795;2;517;1967;8986;B;1Story;No;nan
168872;2;1517;1;;1969;6602;D;2Story;No;nan
416494;9;1584;2;461;1960;10586;B;2Story;No;nan
217815;2;1615;2;436;1993;14575;E;2Story;No;nan
313040;9;1172;0;-61;2013;8243;C;1Story;No;nan
372617;7;2237;3;613;1983;7299;C;1Story;No;nan
517559;8;2166;3;707;2014;7728;B;2Story;No;nan
398236;2;1897;2;446;2004;7034;E;2Story;Yes;TA
283672;7;1287;3;629;1950;7991;C;1Story;No;nan
340357;6;1770;1;219;1987;6166;B;Townhouse;No;nan
260402;4;1989;2;466;1958;5340;B;1Story;No;nan
329644;7;888;0;18;2020;7936;C;1Story;Yes;Gd
352549;4;2347;1;189;1966;8243;E;1Story;No;nan
93679;2;630;0;-63;2001;7181;F;1Story;No;nan
487610;10;1852;0;-16;1967;12371;D;Townhouse;No;nan
330760;7;2227;3;704;2012;9246;C;1Story;No;nan
363573;8;1443;3;694;1982;10227;B;1Story;No;nan
200372;2;1425;2;456;1953;10307;D;1Story;No;nan
323354;5;1834;3;653;2001;8314;F;1Story;No;nan
370075;1;2426;0;-21;1958;8656;C;1Story;No;nan
266166;7;1359;0;-6;2013;5419;B;1Story;No;nan
412331;8;1110;1;251;1979;9968;A;1Story;No;nan
381015;6;1288;0;40;1957;7000;B;2Story;No;nan
150351;5;724;2;430;1954;;C;2Story;No;nan
388603;6;1949;2;541;2012;11906;F;2Story;Yes;Gd
205621;2;1243;3;664;1950;4003;B;2Story;No;nan
151172;1;1396;3;646;1964;13157;B;1Story;No;nan
454266;7;1955;3;719;1987;12920;C;Duplex;No;nan
420076;7;1312;2;358;1991;7333;F;1Story;No;nan
359721;10;1880;0;19;1995;13356;C;1Story;No;nan
314971;10;981;3;657;2002;5335;B;2Story;No;nan
203873;2;1979;1;278;1975;10982;B;2Story;No;nan
325435;2;1671;3;684;2010;8050;C;1Story;No;nan
327810;1;1456;2;;2016;2581;E;1Story;No;nan
396741;10;1565;3;687;2003;6107;B;1Story;No;nan
208891;8;857;0;-42;1971;7476;C;Duplex;No;nan
391240;8;1554;3;699;1975;10337;D;1Story;No;nan
269430;1;1429;2;386;2009;6569;C;2Story;Yes;Gd
303156;8;870;2;;1988;7181;B;1Story;No;nan
365234;9;1164;1;221;1985;;F;1Story;No;nan
260587;4;1435;2;369;;9464;C;1Story;No;nan
207093;1;1196;1;223;1990;7725;D;1Story;No;nan
58877;1;400;0;11;1997;7091;D;1Story;No;nan
245414;3;2038;2;414;1975;10818;F;2Story;No;nan
370012;5;1429;3;620;2012;7075;C;1Story;No;nan
267371;5;400;0;20;1985;4432;C;2Story;No;nan
417329;9;2567;3;674;1973;6817;C;1Story;No;nan
295890;10;2121;3;669;1970;9640;C;Duplex;No;nan
230789;2;1326;3;660;1967;7552;B;Townhouse;No;nan
160075;2;1079;0;-23;1964;6492;F;1Story;No;nan
302922;6;1702;0;91;1955;4236;E;Townhouse;No;nan
320782;9;1601;2;428;1992;7568;B;1Story;No;nan
332160;1;1771;3;625;1980;8684;B;2Story;No;nan
285286;9;1080;1;222;1977;4978;A;1Story;No;nan
316159;9;2049;2;433;1957;7432;E;2Story;No;nan
415749;9;1263;0;-13;1978;4718;C;2Story;No;nan
297097;5;1840;1;295;1970;7614;C;1Story;No;nan
481632;9;1102;0;-45;2007;13176;F;2Story;Yes;TA
337252;4;2824;1;221;2009;;C;2Story;No;nan
288192;2;1848;2;397;1999;3255;E;2Story;No;nan
412874;6;2942;1;198;1980;8993;C;Townhouse;No;nan
341182;4;1914;2;509;1996;11935;D;Townhouse;No;nan
493725;6;1219;0;11;1983;3848;C;Townhouse;No;nan
335045;3;1915;1;231;1951;4864;C;Duplex;No;nan
391325;6;1950;3;622;2016;;F;1Story;No;nan
201869;2;1687;3;643;2021;7739;D;1Story;No;nan
293180;2;1815;0;73;2001;11634;C;1Story;No;nan
442098;9;1881;1;240;1956;7458;B;Townhouse;No;nan
327940;7;1003;3;;1968;10476;A;1Story;Yes;Ex
174586;3;968;2;458;1964;12584;D;1Story;No;nan
141446;1;1103;1;231;1997;5397;C;1Story;No;nan
325896;8;1564;1;186;1963;10243;E;1Story;No;nan
274958;6;1388;3;645;1952;6797;C;1Story;No;nan
350274;7;1012;2;530;1999;;C;2Story;No;nan
490998;9;1888;2;456;2003;9429;E;1Story;No;nan
430488;5;1642;2;377;1955;9798;C;2Story;No;nan
240127;1;1584;1;;1998;3352;E;Duplex;No;nan
285601;10;1371;0;52;1972;6638;C;2Story;No;nan
289625;7;1311;1;184;1969;6131;B;1Story;No;nan
283117;5;1079;1;202;2009;10430;C;Townhouse;No;nan
410602;3;1967;3;718;1994;3352;A;2Story;No;nan
413367;9;1148;0;1;2010;8320;B;1Story;No;nan
199654;1;1605;2;434;2005;1000;B;2Story;No;nan
204693;1;2331;3;607;1951;9139;D;2Story;No;nan
163595;1;1334;1;263;1994;8375;A;1Story;No;nan
233535;3;1980;0;-8;1989;6467;B;1Story;No;nan
291330;6;1784;2;353;1973;12285;B;2Story;No;nan
494812;10;1656;2;377;1978;1000;A;2Story;No;nan
305605;3;1715;1;198;2016;7946;A;1Story;No;nan
335538;8;1453;2;397;2017;11593;B;2Story;No;nan
440215;10;1517;2;403;2015;8386;B;1Story;No;nan
137173;2;1226;0;94;2003;12098;A;2Story;No;nan
350223;9;1521;3;688;2002;6648;B;1Story;No;nan
293132;3;1207;0;-103;1998;7499;E;1Story;No;nan
521330;5;2003;3;647;1981;;D;Duplex;No;nan
447665;10;650;3;;2010;10684;C;2Story;Yes;Gd
283169;8;1741;3;601;1991;15198;F;1Story;No;nan
380275;2;1668;2;461;1950;8308;A;1Story;Yes;TA
320355;6;1623;0;;2012;8601;B;2Story;No;nan
330867;5;2012;2;484;1984;6616;E;Duplex;No;nan
602906;10;1357;1;278;2000;7388;D;2Story;No;nan
300469;9;1628;0;94;2020;11234;F;2Story;No;nan
192411;5;642;3;597;1994;7999;F;Townhouse;No;nan
304859;2;1292;2;;2014;5578;B;2Story;No;nan
295302;5;1928;2;468;1963;6872;F;1Story;No;nan
126666;4;830;0;;1952;7729;F;2Story;No;nan
264936;7;1580;0;32;1973;5772;C;1Story;No;nan
301951;6;1161;3;703;2014;6626;F;2Story;No;nan
363030;2;1445;3;715;1997;5001;A;1Story;No;nan
258833;5;1191;1;228;1959;6732;D;1Story;No;nan
337621;7;876;3;651;1962;11499;B;1Story;No;nan
